,id,taskid,type,name,description,scriptName ,tags,condition,scriptarguments,nexttasks,conditions
0,2,f4665f30-1aca-401f-8011-8f6b76ee97ca,regular,Get a list of blacklisted hashes,"Returns a list of blacklisted hashes, with each list entry describing one blacklisted hash.",,,,,,
0,4,82a3b953-f23a-4292-8662-14f58fe4e337,condition,Is the MD5 currently blacklisted?,Checks whether the MD5 is already on the blacklist. This prevents blacklisting an MD5 hash that is already blacklisted.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'CbResponse.BlockedHashes.MD5'}, 'iscontext': True}, 'right': {'value': {'simple': 'inputs.MD5'}, 'iscontext': True}}], [{'operator': 'isTrue', 'left': {'value': {'simple': 'CbResponse.BlockedHashes.Enabled'}, 'iscontext': True}}]]}"
0,5,1447c8cb-2fa3-43ee-80d6-128a35bdcefa,title,Hash Is Already Blocked,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'CbResponse.BlockedHashes.MD5'}, 'iscontext': True}, 'right': {'value': {'simple': 'inputs.MD5'}, 'iscontext': True}}], [{'operator': 'isTrue', 'left': {'value': {'simple': 'CbResponse.BlockedHashes.Enabled'}, 'iscontext': True}}]]}"
0,6,351582dc-a7a4-4ea0-843a-59c6770d0285,condition,Is Carbon Black Enterprise Response enabled?,Checks if Carbon Black Enterprise Response integration is enabled.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'carbonblack-v2'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,7,bcd55436-7475-40ae-8cf1-e7e94ca27567,title,No Integration / No MD5,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'carbonblack-v2'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,8,ff0935b7-054b-4729-82a3-5588d553d9d0,condition,Is there an MD5 to block?,"Checks if there is a value for the MD5 input field. This task does not verify that the value is actually an MD5 hash, just that the value for the MD5 field exists.",,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'simple': 'inputs.MD5'}, 'iscontext': True}}]]}"
0,9,2c14bf01-7fd9-45f8-8554-86d0c1332d81,title,Done,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'simple': 'inputs.MD5'}, 'iscontext': True}}]]}"
0,0,49ac9316-5f77-48f9-8d21-9f05c335c2e4,start,,,,,,,,
0,2,e3fbf02a-78a1-4329-837e-a6116bcf92af,playbook,Block File - Carbon Black Response,,,,,,,
0,3,fceba42b-c11f-4521-8b0a-f86d410adc0e,title,Done,,,,,,,
0,0,b95110b7-ba18-42a5-87ad-c5d37915401c,start,,,,,,,,
0,2,1808d949-f921-4957-8796-7bbedd822ad9,title,Done,,,,,,,
0,3,8102ebf2-e72a-4139-8532-fc4e3e1f0ba2,playbook,Block IP - Generic,,,,,,,
0,4,0b19553d-6281-43ac-8bfc-583b1bfd6171,playbook,Block URL - Generic,,,,,,,
0,5,ba10aaed-dffd-4eae-8dcd-16807997f52f,playbook,Block Account - Generic,"This playbook blocks malicious usernames using all integrations that you have enabled.

Supported integrations for this playbook:
* Active Directory",,,,,,
0,7,903a8a58-46c8-4ab0-8b6e-d83e35f442fb,title,Block indicators,,,,,,,
0,8,90693a3c-4767-46ac-8199-0bc4706264bf,playbook,Block File - Generic,,,,,,,
0,0,b95110b7-ba18-42a5-87ad-c5d37915401c,start,,,,,,,,
0,2,1808d949-f921-4957-8796-7bbedd822ad9,title,Done,,,,,,,
0,5,cea4b9a9-d2a5-42c6-84e7-7eab6d6ab7a8,title,Block IPs,,,,,,,
0,6,077714b6-f53e-4ab4-8679-d2c172e67a59,regular,Block IP with Check Point Firewall,Block the IPs using Check Point Firewall.,,,,,,
0,7,cc26e2d3-b22c-4e90-819e-5a1dc485c2db,condition,Is Check Point Firewall enabled?,Verify that there is a valid instance of Check Point Firewall enabled.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Check Point'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'Active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,8,3f8eeba3-99f9-484c-8f73-a0c6d9bd02bb,condition,Is there an IP to block?,Verify that the playbook input includes at least one IP to block.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'simple': 'inputs.IP'}, 'iscontext': True}}]]}"
0,9,bebb5a4e-9e67-4334-86e2-4cf1064abc72,condition,Is Palo Alto Networks Panorama enabled?,Verify that there is a valid instance of Palo Alto Networks Panorama enabled.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Panorama'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,10,7e800325-00ed-4c5a-8838-a40f28680299,regular,Block IP with Palo Alto Networks Panorama,Block the IPs using Palo Alto Networks Panorama.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Panorama'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,11,dbee1e60-454a-4043-8676-7f5bb3006b00,playbook,Add Indicator to Miner - Minemeld,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Panorama'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,12,43617e2e-a00d-4569-8d43-80b6e732798e,condition,Is Zscaler enabled?,Verify that there is a valid instance of Zscaler enabled.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Zscaler'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,13,6c6d1f99-8689-49d7-8c7c-f9ddcdd2a782,regular,Block IP with Zscaler,Block the IPs using Zscaler.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Zscaler'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,0,b95110b7-ba18-42a5-87ad-c5d37915401c,start,,,,,,,,
0,2,1808d949-f921-4957-8796-7bbedd822ad9,title,Done,,,,,,,
0,5,f414f4c2-03f8-4219-8428-048557b1758b,title,Block URLs,,,,,,,
0,8,ad6bb4b2-ea87-4c6e-893c-a31e27e82e55,condition,Is there a URL to block?,Verify that the playbook input includes at least one URL to block.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'simple': 'inputs.URL'}, 'iscontext': True}}]]}"
0,11,2d0fc7d4-b827-43c9-8b7a-bf592e7a1c1f,playbook,Add Indicator to Miner - Minemeld,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'simple': 'inputs.URL'}, 'iscontext': True}}]]}"
0,12,a2108a1a-7365-45e7-8c07-a5a6fcdd8b95,condition,Is Zscaler enabled?,Verify that there is a valid instance of Zscaler enabled.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Zscaler'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,13,adb7b441-33c8-4fe9-8883-7af9a776e0d3,regular,Block URL with Zscaler,Block the URLS using Zscaler.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Zscaler'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,0,b0106ff2-1f84-4336-811c-501b301327a3,start,start_task,,,,,,,
0,1,6bb644a4-ab7a-4f6c-82ff-c2543048a30d,title,Prepare,,,,,,,
0,2,3608118f-e307-4a7e-8478-a74fe26a8747,regular,Trigger an update of our IoC repository from all available Threat Intel sources,,,,,,,
0,3,2ec8a165-89f6-44b7-8329-8258b97edec4,regular,Retrieve fresh lists of C&C IoCs from repository,"Retrieve IoCs from repository into the incident context - IP addresses, domains, URLs",,,,,,
0,4,e0c2eca8-a6bd-4924-835b-4264c1d5a673,title,Hunt,,,,,,,
0,5,efa206e7-f25b-44fe-8c31-8a8a8b322336,regular,Query netflow records for traffic to C&C IPs,Query the data repository where netflow records are continuously aggregated.,,,,,,
0,6,4ddbe71f-9a61-4f7c-8dd4-50673f386a1a,regular,Search web proxy logs for C&C URLs,,,,,,,
0,7,bbefe0d0-cde1-4f50-8bdc-f469f3c80264,regular,Search the organization's DNS server logs for C&C domains,,,,,,,
0,8,388ef341-1a5b-4352-8328-2af51d604196,regular,Search Endpoint monitoring infrastructure for communication with C&C IPs,,,,,,,
0,9,d36f548c-3e55-42e5-8059-73e1adf0371e,regular,Search Firewall and IPS logs for C&C IPs,Check if any traffic was attempted to a C&C IP and blocked by our Network Security controls such as Firewalls and IPSs,,,,,,
0,10,e8beb59e-d7fd-4bc4-8c5d-f29bfa3370ce,title,Validate findings,,,,,,,
0,11,20253d8e-c1d5-4918-82d1-aeac6837d061,condition,Did we uncover any suspected C&C communication?,,,,,,,
0,12,66696f7e-2a82-4d91-880d-a68502b214a5,regular,Review correlations with past investigations in case management / incident tracking,"Have any of our IoCs appeared in a past investigation? What did we know about them then, and what was the conclusion?",,,,,,
0,13,45237e6a-0780-41c5-8f55-d6aeefda3db1,regular,Review reputation data for each indicator,"Review displayed reputation data for IPs, domains and URLs using all reputation sources",,,,,,
0,14,69cd0199-8b53-4358-89ed-63677ad5c20c,condition,Is PassiveTotal Available?,,,,,,,
0,15,0f052e94-da1b-49b1-898f-4de332126b3f,regular,Review PassiveTotal enrichment data for the indicators,"Has PassiveTotal marked the domain as ""ever compromised""? Does it associate the domain with a known malware?",,,,,,
0,16,0d2eda66-3682-4884-892e-82d33324855d,condition,Is CrowdStrike Intel Available?,,,,,,,
0,17,2676407a-39f4-4dae-8f1e-b72e52bcd409,regular,Get and review CrowdStrike indicator information,,,,,,,
0,18,1127e16d-2f20-4090-89a2-e000f2cd9461,condition,Do the found IoCs include domain names?,,,,,,,
0,19,a71b6494-370c-486a-84ac-1a3c58118c11,regular,Review the domains' Whois information,,,,,,,
0,20,caae4dd9-e7c0-458c-84a9-90db5c2e6fac,regular,Retrieve DNS history for these domains,,,,,,,
0,21,c91818be-5898-46ee-8263-a2f531216e5e,regular,Review IP reputation for the IPs to which this domain resolved at the time,,,,,,,
0,22,5823c9d5-90cc-41cf-87c5-7b94b692f96e,regular,Summarize the list of validated malicious indicators,,,,,,,
0,23,b7ee6752-2787-4142-8802-0d3ae23033c7,title,Respond,,,,,,,
0,24,9ac6e273-1fa9-42e3-8367-031ce8a663f3,condition,Have any machines been confirmed as compromised?,,,,,,,
0,25,7b632ce1-d607-40a1-8704-1097f5df2e72,regular,Isolate compromised hosts from network,,,,,,,
0,26,1a83ba02-3043-423b-8f6e-b91e3ed5de09,regular,Disable compromised AD user account(s),"Block access to the compromised user account in AD pending investigation and cleanup, after which the account will be reinstated by an Active Directory administrator with the required permissions.",,,,,,
0,27,bd9b46ea-07eb-46ee-8308-46888a11640b,regular,"Lock / Rotate any other compromised accounts, keys and credentials","If the machine contained any authentication keys, accounts to internal company resources and information systems, these should be locked and revoked, and reinstated later with new passwords.",,,,,,
0,28,00d3bb90-f069-4f86-8b0d-b68573ec9ddc,condition,Is Slack Available?,,,,,,,
0,29,e7c70fba-f94f-4a02-8041-ef0bbf35baf0,regular,Retrieve the user's phone number from Active Directory,,,,,,,
0,30,9f4c6dba-dd4b-4673-86a8-19de7b29b237,condition,Is Twilio Available?,,,,,,,
0,31,dcf67394-61f2-49bb-8e0d-bc4fe64777b8,regular,Call the user and tell them that their machine is being isolated and investigated,,,,,,,
0,32,322e404d-bfed-49fd-824d-67dc96c95596,regular,SMS the user that their machine is being isolated and investigated,,,,,,,
0,33,3c17b8bd-e79e-4a02-8b1d-83e10fd749a8,regular,Tell the user on Slack that their machine is being isolated and investigated,,,,,,,
0,34,c43c578d-8337-42b4-8fbc-73e178f6d0d5,regular,Open separate incidents to further investigate each compromised host,,,,,,,
0,35,789a66bc-3116-4084-8c04-61b840d818ce,title,Remediate and Wrap up,,,,,,,
0,36,6f288fd3-3fb2-49af-8036-96f1063cd098,condition,Have the machines been cleaned successfully?,,,,,,,
0,37,ba3b890e-71b4-4f4d-8fd1-b33f295fd72e,regular,Open a ticket for IT to reimage the machine,,,,,,,
0,38,c3330605-13ed-4282-8d71-6150364e16d2,regular,Restore network access for cleaned up hosts,,,,,,,
0,39,bd76719e-c055-464d-868f-da361e6d134c,regular,Reinstate locked user accounts with new credentials,,,,,,,
0,40,a80fd4c5-d1b2-4095-88a8-242e4ae17db5,condition,Is Slack Available?,,,,,,,
0,41,b195772e-ba3d-4283-8cd5-2103d953285d,regular,Retrieve the user's phone number from Active Directory,,,,,,,
0,42,18edd09f-be16-4da9-872c-3934845a255d,condition,Is Twilio Available?,,,,,,,
0,43,2c7bfecc-9b5d-43ba-8e1b-a35265824fef,regular,Call the user and tell them that their accounts have been reinstated,,,,,,,
0,44,59e491df-f254-42fe-8e01-5956b8eba874,regular,SMS the user that their account has been reinstated,Optionally - include the temporary random password generated for the account. The user will have to choose a new password on first login.,,,,,,
0,45,5d519042-711d-4b60-826c-c3566049f1e6,regular,Notify the user via Slack that their account has been reinstated,Optionally - include the temporary random password generated for the account. The user will have to choose a new password on first login.,,,,,,
0,46,1a2dbd58-f17d-437d-8573-54a8339d3ccb,regular,Deploy validated IoCs with high confidence rating against future attacks,,,,,,,
0,47,e1c5da88-1515-496c-8501-1b5b4c504f93,regular,Share the validated IoCs with partner organizations,"Include any information gleaned about attribution to a known threat actor, especially if the actor is known to be targeting your industrial sector.",,,,,,
0,48,a5a8e072-2d12-46ad-8448-1c958924aa4d,regular,Issue report to CISO by email,,,,,,,
0,49,a38ffd8c-2fc9-4c28-8726-a9f59033aaca,regular,Expose Configured Integrations,,,,,,,
0,0,d1afa5d6-4a69-47ca-84a6-202ed4d1140f,start,,start,,,,,,
0,1,c787c282-0901-4da4-81a5-7d0361be8707,regular,Re-scan a domain,Initiates a re-scan of a domain that was already scanned.,,,,,,
0,2,469ba851-6113-4383-8abc-1fde81438f0f,playbook,GenericPolling,"Use as a sub-playbook to block execution of the master playbook until a remote action is complete.
This playbook implements polling by continually running the command in Step #2 until the operation completes.
The remote action should have the following structure:

1. Initiate the operation.
2. Poll to check if the operation completed.
3. (optional) Get the results of the operation.",,,,,,
0,6,2312cdca-7415-418f-8702-6c03401bf3db,regular,Get domain issues,Get the issues located under the provided domain.,,,,,,
0,8,b571543e-e4af-488c-8b0d-af3806f7ccc4,condition,Leaked credentials reported?,Checks if leaked credentials were reported.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'containsGeneral', 'left': {'value': {'complex': {'root': 'C2sec', 'accessor': 'Domain.Issue.Component'}}, 'iscontext': True}, 'right': {'value': {'simple': 'credential'}}}]]}"
0,9,4c4aaef8-4481-4daf-840d-a5e72041c222,regular,Get leaked credentials report,Retrieves a report for leaked credentials.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'containsGeneral', 'left': {'value': {'complex': {'root': 'C2sec', 'accessor': 'Domain.Issue.Component'}}, 'iscontext': True}, 'right': {'value': {'simple': 'credential'}}}]]}"
0,10,0eda1184-3b5b-4e9a-8510-56cdd0bd4c38,condition,Application vulnerabilities reported?,Checks if application vulnerabilities were reported.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'containsGeneral', 'left': {'value': {'simple': 'C2sec.Issue.component'}, 'iscontext': True}, 'right': {'value': {'simple': 'application'}}}]]}"
